Joshua Project People Group Data

ROL3,Language,NbrPGICs,NbrCountries,Status,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID
gag,Gagauz,9,9,L,4,,2006-2020,Yes,Y,N,gag
bfu,Gahri,4,,L,3,,,1905-1923,N,Y,
gbf,Gaikundi,1,1,L,3,,,1976-1978,N,Y,
gic,Gail,,,N,0,,,,N,N,
gcn,Gaina,1,1,L,2,,,,N,Y,
gap,Gal,1,1,L,2,,,,N,N,
nud,Gala,1,1,L,2,,,,N,Y,
glo,Galambi,1,1,N,2,,,,N,Y,
gbi,Galela,1,1,L,4,,2002,1990-2000,Y,Y,gbi
gar,Galeya,1,1,L,2,,,,N,Y,
glg,Galician,6,6,L,5,1989-1992,1974-1980,1861-1967,Y,Y,glg
gal,Galolen,3,2,L,2,,,,N,N,
bmp,Gamane,1,1,L,2,,,,N,N,
kld,Gamilaraay,,,N,0,,,,N,N,
gbl,Gamit,7,,L,4,,1982-2022,1975,Y,Y,gbl
gak,Gamkonora,1,1,L,1,,,,N,Y,
gmv,Gamo,1,1,L,5,2018,2009-2017,Yes,Y,Y,gmv
bte,Gamo-Ningi,,,N,0,,,,N,Y,
gnk,Gana,1,1,L,1,,,,N,Y,
gnq,Gana,1,1,N,0,,,,N,N,
gne,Ganang,1,1,L,3,,,Yes,N,N,
lug,Ganda,5,5,L,5,1896-2023,1893-1993,1887-1953,Y,Y,lug
gzn,Gane,1,1,L,2,,,,N,N,
gcd,Ganggalida,,,N,0,,,,N,Y,
ggl,Ganglau,1,1,L,2,,,,N,N,
gnb,Gangte,35,,L,5,1991-2021,1959,1952-1955,N,Y,gnb
gao,Gants,1,1,L,1,,,,N,N,
gza,Ganza,2,2,L,2,,,,N,N,
gnz,Ganzi,1,1,L,2,,,,N,N,
gga,Gao,1,1,L,4,,2025,2011-2013,Y,Y,gga
pwg,Gapapaiwa,1,1,L,4,,2009-2015,1991-2001,N,Y,pwg
gas,"Garasia, Adiwasi",11,,L,4,,2017-2022,1987,Y,Y,gas
gra,"Garasia, Rajput",,,L,4,,2009,1998,Y,Y,
gbm,Garhwali,349,,L,4,,1827-2021,1876-1966,Y,Y,gbm
cab,Garifuna,6,6,L,5,2001-2002,1983-2000,1847-1968,Y,Y,cab
grt,Garo,73,,L,5,1924-1994,1894-1987,1887-2003,Y,Y,grt
gex,Garre,2,2,L,2,,,,N,N,
wrk,Garrwa,1,1,N,3,,,1976-1991,N,Y,wrk
gyb,Garus,1,1,L,2,,,,N,N,
oci,"Gascon Aranese",5,4,L,5,2013,Yes,1583-1983,Y,N,oci
gaq,Gata',1,,L,4,,2020,Yes,Y,Y,gaq
dmc,Gavak,1,1,L,2,,,,N,N,
gou,Gavar,1,1,L,4,,Yes,Yes,N,Y,4516
gvo,"Gaviao do Jiparana",1,1,L,3,,,1973-2015,Y,Y,
gvp,"Gaviao, Para",3,1,L,0,,,,N,Y,
gwt,Gawar-Bati,1,1,L,2,,,,N,Y,
gwc,Gawri,45,,L,3,,,2022,Y,N,
gyl,Gayil,1,1,L,4,,2023,Yes,Y,N,4130
gay,Gayo,1,1,L,3,,,2020,Y,N,
gzi,Gazi,1,1,L,0,,,,N,N,
gbr,Gbagyi,1,1,L,4,,1956-1997,1913-1938,Y,Y,gbr
ggu,Gban,1,1,L,4,,1998,1970,Y,Y,
gbv,Gbanu,1,1,L,3,,,1932-1939,Y,Y,
gbg,Gbanziri,2,2,L,2,,,,N,Y,
gby,Gbari,1,1,L,3,,,1913-2018,Y,Y,
krs,Gbaya,4,2,L,4,,2019,2003–2014,Y,Y,krs
gya,"Gbaya, Northwest",5,4,L,5,1995-2011,1968-1982,1933-1975,Y,Y,gya
gso,"Gbaya, Southwest",1,1,L,4,,1951-2005,1980,Y,N,gso
gbp,Gbaya-Bossangoa,1,1,L,4,,2021,1934-2002,Y,N,
gbq,Gbaya-Bozoum,1,1,L,2,,,,N,N,
gmm,Gbaya-Mbodomo,1,1,L,3,,,1980,N,Y,
gyg,Gbayi,1,1,L,2,,,,N,N,
ayb,"Gbe, Ayizo",1,1,L,3,,,2025,Y,Y,
cib,"Gbe, Ci",1,1,L,3,,,Yes,N,Y,
gbh,"Gbe, Defi",1,1,L,3,,,Yes,N,Y,
gbx,"Gbe, Eastern Xwla",1,1,L,2,,,,N,N,
gbs,"Gbe, Gbesi",1,1,L,2,,,,N,N,
kqk,"Gbe, Kotafon",1,1,L,2,,,,N,Y,
mxl,"Gbe, Maxi",2,2,L,3,,,Yes,N,Y,
sxw,"Gbe, Saxwe",1,1,L,4,,2022,2014-2022,Y,Y,3847
tfi,"Gbe, Tofin",1,1,L,3,,,2025,Y,Y,
wci,"Gbe, Waci",2,2,L,3,,,Yes,N,Y,
wem,"Gbe, Weme",1,1,L,3,,,2025,Y,Y,
xwl,"Gbe, Western Xwla",2,2,L,3,,,Yes,N,Y,
xwe,"Gbe, Xwela",1,1,L,3,,,Yes,N,Y,
ggb,Gbii,1,1,L,3,,,Yes,Y,Y,
diu,Gciriku,3,3,L,4,,1988,1979-1985,N,Y,
hmj,Ge,1,1,L,3,,,1937,Y,Y,
gei,Gebe,1,1,L,1,,,,N,N,
goi,Gebusi,1,1,L,2,,,,N,N,
gdd,Gedaged,1,1,L,4,,1960,1925-1935,Y,Y,
drs,Gedeo,1,1,L,5,2024,1986-1987,1980,Y,Y,
gez,Geez,,,N,5,400-1961,1549,1513,N,N,gez
nlg,Gela,1,1,L,4,,2015,1879-1971,Y,Y,nlg
giq,"Gelao, Green",2,2,N,0,,,,N,N,
gir,"Gelao, Red",,,N,0,,,,N,N,
geq,Geme,1,1,L,1,,,,N,N,
gej,Gen,2,2,L,5,2014,1962,1920-1994,Y,Y,gej
gaf,Gende,1,1,L,3,,,1997,N,Y,
geg,Gengle,1,1,L,2,,,,N,Y,
kat,Georgian,16,13,L,5,1743-2013,1709-1993,1709-1982,Y,Y,kat
ygp,Gepo,2,1,L,4,,2015,1913,Y,N,
gew,Gera,1,1,N,2,,,,N,Y,
gef,Gerai,1,1,L,4,,1997,Yes,N,N,
gsg,"German Sign Language",1,1,L,3,,,1998,N,N,
gct,"German, Colonia Tovar",1,1,L,0,,,,N,N,
pdc,"German, Pennsylvania",2,2,L,5,2013-2016,1994-2002,1955-1977,Y,Y,pdc
deu,"German, Standard",71,56,L,5,1466-2016,1522-1983,1522-1987,Y,Y,deu
gsw,"German, Swiss",13,9,L,4,,1984-1997,1936-1986,N,Y,
gea,Geruma,1,1,L,2,,,,N,Y,
ges,Geser-Gorom,1,1,L,2,,,,N,N,
gha,Ghadames,2,2,L,1,,,,N,N,
ghh,"Ghale, Northern",,,L,3,,,Yes,N,N,
ghe,"Ghale, Southern",1,,L,4,,1992-2011,1977,N,Y,ghe
gpe,"Ghanaian Pidgin English",,,L,1,,,,N,N,
gse,"Ghanaian Sign Language",1,1,L,3,,,2013-2025,N,N,
gds,"Ghandruk Sign Language",,,L,2,,,,N,N,
ghn,Ghanongga,1,1,L,4,,2024,Yes,N,Y,4052
gri,Ghari,1,1,L,5,1998,1989,1905-1985,Y,Y,gri
bmk,Ghayavi,1,1,L,3,,,2008-2009,N,Y,bmk
ghr,Ghera,,,L,2,,,,N,Y,
gdo,Ghodoberi,1,1,L,2,,,,N,N,
bbj,Ghomala,2,1,L,4,,2002,1964,Y,Y,bbj
gho,Ghomara,1,1,L,3,,,Yes,N,N,
aaa,Ghotuo,1,1,L,4,,2021-2024,2019,N,Y,
ghl,Ghulfan,1,1,L,0,,,,N,Y,
gib,Gibanawa,,,N,0,,,,N,N,
cuh,Gichuka,1,1,L,4,,Yes,Yes,Y,N,
gid,Gidar,2,2,L,5,2023,1985-1986,1973-1978,N,Y,gid
kks,Giiwo,1,1,N,2,,,,N,Y,
kik,Gikuyu,4,3,L,5,1951-2013,1926-1994,1903-1964,Y,Y,kik
acd,Gikyode,1,1,L,4,,2001-2007,1986-1988,Y,Y,acd
glk,Gilaki,2,1,L,4,,2024,Yes,Y,Y,glk
gix,Gilima,1,1,L,3,,,2024,N,N,4314
niv,Gilyak,2,2,N,3,,,2000,N,N,
gim,"Gimi (PNG, Eastern Highlands Province)",1,1,L,4,,1992-1994,1974-1985,N,Y,
gip,"Gimi (PNG, West New Britain Province)",1,1,L,4,,2000,1990-1992,N,Y,
kmp,Gimme,1,1,L,3,,,Yes,N,Y,
gmn,Gimnime,1,1,L,3,,,Yes,N,N,
gnm,Ginuman,1,1,L,2,,,,N,Y,
ayg,Ginyanga,1,1,L,2,,,,N,Y,
bbr,Girawa,1,1,L,4,,1994-2013,1987,N,Y,bbr
gii,Girirra,1,1,L,2,,,,N,N,
gih,Githabul,,,N,0,,,,N,N,
ggt,Gitua,1,1,L,2,,,,N,N,
git,Gitxsan,1,1,L,3,,,1906,N,Y,
giz,Giziga,1,1,L,5,2010-2011,1996,1988,Y,Y,giz
gis,"Giziga, North",1,1,L,3,,,2023,N,Y,
tof,Gizrra,1,1,L,4,,2020,2002-2010,N,Y,tof
glr,Glaro-Twabo,2,2,L,2,,,,N,Y,
glw,Glavda,2,2,L,3,,,1966-2024,Y,Y,3956
oub,Glio-Oubi,2,2,L,2,,,,N,Y,
gnu,Gnau,1,1,L,1,,,,N,Y,
gig,Goaria,9,,L,2,,,,N,Y,
gox,Gobu,2,2,L,2,,,,N,Y,
god,Godie,1,1,L,4,,2022,1977-2001,Y,Y,god
gdx,Godwari,199,,L,3,,,2025,N,Y,
ank,Goemai,1,1,L,3,,,2015,Y,Y,
gof,Gofa,1,1,L,5,2018-2022,2009-2013,Yes,Y,Y,gof
gog,Gogo,1,1,L,5,1962-2002,1899-1993,1886-1996,Y,Y,gog
ggw,Gogodala,1,1,L,4,,1981-2013,1942-1988,N,Y,ggw
gkn,Gokana,1,1,L,4,,1996-2011,1993,Y,Y,
gol,Gola,2,2,L,4,,2020,Yes,Y,Y,gol
gvf,Golin,2,1,L,4,,1980-2013,1969-1970,Y,Y,gvf
lja,Golpa,,,N,0,,,,N,N,
wsg,"Gondi, Adilabad",32,,L,4,,2018,1962,Y,N,wsg
esg,"Gondi, Aheri",30,,L,4,,2021-2022,1962-2019,Y,Y,esg
gno,"Gondi, Northern",121,,L,4,,1994-1996,1872-1987,Y,Y,
goo,"Gone Dau",1,1,L,1,,,,N,N,
goe,Gongduk,1,,L,2,,,,N,N,
gjn,Gonja,1,1,L,5,2015-2023,1984,1967-2008,Y,Y,gjn
gov,Goo,1,1,L,2,,,,N,N,
ddi,"Goodenough, West",1,1,L,3,,,Yes,N,Y,
gni,Gooniyandi,1,1,N,0,,,,N,Y,
gqr,Gor,1,1,L,4,,2014-2015,Yes,N,Y,gqr
goc,Gorakor,1,1,L,1,,,,N,N,
goq,Gorap,1,1,L,0,,,,N,N,
gor,Gorontalo,2,1,L,5,2006,2000,1993,Y,Y,gor
grq,Gorovu,,,N,0,,,,N,N,
gow,Gorwaa,1,1,L,2,,,,N,Y,
goy,Goundo,,,N,0,,,,N,N,
gux,Gourmanchema,5,5,L,5,2003-2005,1958-1990,1947-2016,Y,Y,gux
goj,Gowlan,,,L,4,,2022,2020,Y,Y,4050
gok,Gowli,,,L,4,,2017-2023,Yes,Y,Y,gok
gwf,Gowro,3,,L,2,,,,N,N,
goz,Gozarkhani,,,L,0,,,,N,Y,
nli,Grangali,1,1,L,1,,,,N,Y,
gac,"Great Andamanese, Mixed",,,N,3,,,1877,N,N,
gry,"Grebo, Barclayville",1,1,L,2,,,,N,Y,
grv,"Grebo, Central",1,1,L,2,,,,N,Y,
gec,"Grebo, Gboloo",1,1,L,2,,,,N,Y,
gbo,"Grebo, Northern",3,1,L,4,,1989,1838-1987,Y,Y,gbo
grj,"Grebo, Southern",2,2,L,2,,,,N,Y,
ell,Greek,50,40,L,5,1840-2003,1638-1989,1547-1949,Y,Y,ell
gss,"Greek Sign Language",1,1,L,3,,,2023,N,N,
kal,Greenlandic,2,2,L,5,1900,1991,1744-1985,Y,Y,
gcl,"Grenadian English Creole",2,2,L,2,,,,N,N,
grs,Gresi,1,1,N,0,,,,N,Y,
gro,Groma,1,1,L,2,,,,N,Y,
gos,Gronings,1,1,L,5,1987,Yes,1955-1956,N,N,
ats,"Gros Ventre",,,N,0,,,,N,Y,
gwx,Gua,1,1,L,2,,,,N,N,
gcf,"Guadeloupean French Creole",5,4,L,3,,,2005,Y,Y,
guh,Guahibo,3,2,L,4,,1982-2020,1960-1968,Y,Y,guh
gvj,Guaja,1,1,L,3,,,2017-2019,N,Y,
gub,Guajajara,1,1,L,5,2007,1985,1930-1934,Y,Y,gub
gqn,"Guana (Brazil)",,,N,0,,,,N,N,
gva,"Guana (Paraguay)",1,1,N,0,,,,N,N,
nhd,"Guarani, Ava",3,3,L,5,2006,Yes,1991,N,Y,
gui,"Guarani, Eastern Bolivian",4,3,L,5,2000-2001,1974,1931-1994,Y,Y,gui
gun,"Guarani, Mbya",3,3,L,5,2004,1987,1971-1976,Y,Y,gun
gug,"Guarani, Paraguayan",4,3,L,5,1996-2006,1913-1977,1905-1994,Y,Y,gug
gnw,"Guarani, Western Bolivian",1,1,L,4,,1984-2012,1985,Y,Y,gnw
gyr,Guarayu,1,1,L,4,,1985-2011,1964,N,Y,gyr
gae,Guarequena,2,2,N,0,,,,N,Y,
gsm,"Guatemalan Sign Language",1,1,L,3,,,2021-2025,N,N,
gta,Guato,,,N,0,,,,N,N,
guo,Guayabero,1,1,L,4,,2009-2010,1961-1997,N,Y,guo
gde,Gude,2,2,L,4,,1999-2007,1974-1995,N,Y,gde
gdu,Gudu,1,1,L,2,,,,N,Y,
gdf,Guduf-Gava,2,2,L,3,,,1966-2024,Y,Y,4099
gie,Guebie,1,1,L,2,,,,N,N,
gdc,"Gugu Badhun",,,N,0,,,,N,N,
ghs,Guhu-Samane,1,1,L,4,,1975-1983,1966-2000,N,Y,ghs
gcr,"Guianese French Creole",2,1,L,3,,,2007,N,Y,gcr
pov,"Guinea-Bissau Creole",6,6,L,5,1999,1989,1979,Y,Y,pov
lgs,"Guinea-Bissau Sign Language",,,L,2,,,,N,N,
gus,"Guinean Sign Language",1,1,L,2,,,,N,N,
gqi,Guiqiong,1,1,L,1,,,,N,N,
guj,Gujarati,686,,L,5,1823-2021,1820-1985,1809-1965,Y,Y,guj
gju,Gujari,44,,L,3,,,2022,N,Y,
kcm,"Gula (Central African Republic)",2,2,L,1,,,,N,N,
glu,"Gula (Chad)",1,1,L,1,,,,N,N,
glj,"Gula Iro",1,1,L,2,,,,N,Y,
gmb,Gula'alaa,1,1,L,1,,,,N,Y,
gvl,Gulay,1,1,L,4,,2004-2006,1956,N,N,gvl
gly,Gule,,,N,0,,,,N,N,
gmu,Gumalu,1,1,L,2,,,,N,N,
gnn,Gumatj,1,1,L,4,,1985,1977-1979,N,Y,gnn
gvs,Gumawana,1,1,L,4,,2019,1992-1999,N,Y,gvs
guk,Gumuz,3,2,L,4,,2003-2023,Yes,Y,Y,
guw,Gun,5,3,L,5,1923,1892-1919,1886-1910,Y,Y,guw
gdi,Gundi,2,2,L,1,,,,N,N,
rub,Gungu,1,1,L,4,,2017,1998-2009,Y,N,rub
gup,Gunwinggu,3,1,L,4,,2018,1942-1993,N,Y,gup
gpa,Gupa-Abawa,1,1,L,3,,,Yes,N,N,
guf,Gupapuyngu,1,1,L,3,,,1967-1977,N,Y,
hac,Gurani,2,2,L,3,,,2014,Y,Y,
gdj,Gurdjar,,,N,0,,,,N,N,
gnr,"Gureng Gureng",,,N,0,,,,N,N,
ggg,Gurgula,14,,L,3,,,2026,Y,Y,
gue,Gurindji,1,1,L,3,,,1981-2013,N,Y,gue
gjr,"Gurindji Kriol",1,1,L,2,,,,N,N,
gvm,Gurmana,1,1,N,0,,,,N,N,
goa,Guro,1,1,L,5,1979,1956-1968,1951-1961,Y,Y,goa
gge,Gurr-goni,1,1,L,2,,,,N,N,
gvr,Gurung,4,,L,4,,1982-2020,1972-2010,Y,Y,gvr
grd,Guruntum-Mbaaru,1,1,N,2,,,,N,Y,
gsl,Gusilay,1,1,L,3,,,2014-2024,N,N,3784
kky,"Guugu Yimidhirr",1,1,L,3,,,1940,N,Y,
gka,Guya,1,1,L,1,,,,N,N,
gyn,"Guyanese Creole",6,5,L,3,,,2011,Y,N,
ngs,Gvoko,2,2,L,2,,,,N,Y,
gwb,Gwa,1,1,L,2,,,,N,N,
dah,Gwahatike,1,1,L,4,,1999-2013,1992,N,N,dah
jgk,Gwak,1,1,L,3,,,1940-2023,Y,N,jgk
kmq,Gwama,1,1,L,3,,,Yes,N,Y,
bga,Gwamhi-Wuri,,,N,2,,,,N,Y,
gwn,Gwandara,1,1,L,4,,Yes,Yes,N,Y,4458
bay,Gwatlelir,1,1,L,2,,,,N,N,
grw,Gweda,,,N,0,,,,N,N,
gwe,Gweno,1,1,N,2,,,,N,N,
gwr,Gwere,1,1,L,4,,2017,2005-2010,Y,Y,gwr
gwj,Gwi,1,1,L,3,,,Yes,N,Y,
gwi,Gwich'in,2,2,L,5,1898,1886-2010,1873-1986,N,Y,gwi
gyz,Gyaazi,1,1,L,3,,,2012-2023,Y,Y,gyz
gyo,Gyalsumdo,,,L,0,,,,N,N,
gyi,Gyeli,1,1,L,3,,,1981,N,N,
gye,Gyem,1,1,L,3,,,Yes,N,Y,
kdm,Gyong,1,1,L,2,,,,N,Y,
haq,Ha,1,1,L,4,,Yes,1960-1962,Y,Y,
hbu,Habun,1,1,L,2,,,,N,N,
hdy,Hadiyya,1,1,L,5,2022,1992-1993,1935,Y,Y,hdy
hts,Hadza,1,1,L,3,,,Yes,Y,Y,
aek,Haeke,,,N,0,,,,N,N,
hah,Hahon,1,1,L,1,,,,N,Y,
hdn,"Haida, Northern",,,N,3,,,1891-1899,N,Y,hdn
hax,"Haida, Southern",,,N,0,,,,N,N,
hgw,Haigwai,1,1,L,2,,,,N,Y,
hnm,Hainanese,5,5,L,1,,,,N,N,
hgm,Haiom,3,3,L,2,,,,N,Y,
haf,"Haiphong Sign Language",,,L,2,,,,N,N,
has,Haisla,1,1,L,0,,,,N,Y,
hat,"Haitian Creole",14,14,L,5,1985-2003,1951-1999,1927-1996,Y,Y,hat
hvc,"Haitian Vodoun Culture Language",,,N,0,,,,N,N,
hji,Haji,1,1,L,2,,,,N,N,
haj,Hajong,19,,L,3,,,2010-2011,Y,Y,
hao,Hako,1,1,L,1,,,,N,N,
hal,Halang,2,2,L,3,,,1970-1984,Y,Y,
hld,"Halang Doan",2,2,L,2,,,,N,Y,
hlb,Halbi,78,,L,4,,2017-2023,1989-1998,Y,Y,hlb
hla,Halia,1,1,L,4,,1978-2020,1970-1976,Y,Y,hla
hur,Halkomelem,2,2,N,0,,,,N,Y,
hmu,Hamap,1,1,L,2,,,,N,N,
hba,Hamba,1,1,L,2,,,,N,N,
amf,Hamer-Banne,2,1,L,4,,2014,Yes,Y,Y,
hmt,Hamtai,1,1,L,4,,1974-2013,1963,N,Y,
haa,Han,,,N,0,,,,N,Y,
hag,Hanga,1,1,L,4,,1983,1982,Y,Y,hag
wos,"Hanga Hundi",1,1,L,4,,1997,Yes,N,N,wos
han,Hangaza,1,1,L,3,,,1938,N,N,
hni,Hani,8,2,L,3,,,Yes,Y,Y,
lml,Hano,1,1,L,4,,1930-2020,1908-1989,Y,Y,lml
hab,"Hanoi Sign Language",1,1,L,3,,,2015-2019,N,N,
hnn,Hanunoo,1,1,L,5,2023,1985-1995,1963-1981,Y,Y,hnn
har,Harari,1,1,L,3,,,Yes,Y,Y,
hro,Haroi,1,1,L,3,,,1971-1983,N,Y,
hoj,Haroti,152,,L,4,,1821-1822,Yes,Y,Y,
hss,Harsusi,,,L,0,,,,N,N,
tmd,Haruai,1,1,L,4,,2010-2016,Yes,N,Y,tmd
hrk,Haruku,1,1,N,0,,,,N,N,
bgc,Haryanvi,340,,L,5,2024-2025,2017-2021,2001,Y,Y,bgc
hrz,Harzani,1,1,L,0,,,,N,N,
ybj,Hasha,1,1,L,3,,,2023,N,Y,
mey,Hassaniyya,35,14,L,4,,Yes,Yes,Y,Y,4031
had,Hatam,1,1,L,5,2009,1993,1982-1998,Y,Y,had
hau,Hausa,30,16,L,5,1932-2020,1880-1965,1857-1988,Y,Y,hau
hsl,"Hausa Sign Language",,,L,1,,,,N,N,
yuf,Havasupai-Hualapai-Yavapai,1,1,L,4,,2022,1934-1980,N,Y,
hvk,Haveke,1,1,L,0,,,,N,N,
hav,Havu,1,1,L,3,,,2025,Y,Y,4408
hwc,"Hawaii Pidgin",1,1,L,5,2019-2020,2000,1997,Y,N,hwc
hps,"Hawaii Sign Language",,,N,0,,,,N,N,
haw,Hawaiian,,,L,5,1838-2012,1832-1836,1828-1976,Y,Y,haw
hvn,Hawu,1,1,L,4,,2000-2020,1976-1997,Y,Y,hvn
hay,Haya,2,2,L,5,2001-2002,1930-1968,1920-1986,Y,Y,hay
haz,Hazaragi,12,11,L,4,,2025,2008-2015,Y,Y,4232
xed,Hdi,2,2,L,4,,2013-2020,2004-2005,Y,N,xed
heb,Hebrew,14,4,L,4,,2010,1477-2010,Y,Y,heb
hbo,"Hebrew, Ancient",,,N,3,,,2007,N,N,hbo
heh,Hehe,1,1,L,4,,1999-2009,2000-2009,Y,Y,heh
hbn,Heiban,1,1,L,4,,1966,1931-1955,Y,Y,hbn
hei,Heiltsuk,1,1,L,0,,,,N,Y,
auk,Heiyoho,1,1,L,0,,,,N,Y,
heg,Helong,1,1,L,4,,2011,2002-2004,N,Y,heg
nix,Hema,1,1,L,3,,,2009,Y,Y,
hem,Hemba,1,1,L,3,,,2003,Y,N,
mmi,"Hember Avu",1,1,L,2,,,,N,N,
hed,Herde,1,1,L,4,,1980,Yes,N,Y,
her,Herero,3,3,L,5,1987-2021,1878-1912,1875-1912,Y,Y,her
hrt,Hertevin,1,1,N,0,,,,N,N,
ham,Hewa,1,1,L,3,,,1985-2019,N,N,
hid,Hidatsa,1,1,L,3,,,1895-1911,N,Y,
mba,Higaonon,1,1,L,4,,2009,1987,N,N,
hij,Hijuk,1,1,L,2,,,,N,N,
hil,Hiligaynon,2,2,L,5,1912-2025,1903-1995,1900-1953,Y,Y,hil
hir,Himarima,1,1,L,1,,,,N,N,
hin,Hindi,1804,,L,5,1818-2026,1811-1998,1806-1962,Y,Y,hin
hno,"Hindko, Northern",311,,L,4,,2023,Yes,Y,Y,
hnd,"Hindko, Southern",328,,L,3,,,2022,Y,Y,
hii,Hinduri,7,,L,2,,,,N,Y,
hns,"Hindustani, Sarnami",5,5,L,4,,1997-2011,1980-1993,Y,Y,hns
gin,Hinukh,1,1,L,2,,,,N,N,
htu,Hitu,1,1,N,0,,,,N,N,
hiw,Hiw,1,1,L,3,,,1894-1900,N,N,
hix,Hixkaryana,1,1,L,4,,1976-2010,1966,Y,Y,hix
lic,Hlai,4,1,L,3,,,2015-2025,Y,Y,
hle,Hlersu,1,1,L,1,,,,N,N,
hmr,Hmar,46,,L,5,1968-2016,1946-1977,1920-1953,Y,Y,hmr
mww,"Hmong Daw",9,6,L,5,1997-2011,1975-1984,1922-1984,Y,Y,mww
hmv,"Hmong Do",1,1,L,2,,,,N,N,
hmf,"Hmong Don",1,1,L,5,2022,Yes,Yes,N,N,
hnj,"Hmong Njua",10,10,L,5,2000-2011,Yes,Yes,N,Y,hnj
mrk,Hmwaveke,1,1,L,3,,,1990,N,N,
hoc,Ho,107,,L,4,,1991-1997,1915-1987,Y,Y,
hos,"Ho Chi Minh City Sign Language",,,L,3,,,2018-2019,N,N,
win,Ho-Chunk,1,1,N,3,,,1907,N,Y,win
hoa,Hoava,1,1,L,1,,,,N,Y,
hoh,Hobyot,2,2,N,0,,,,N,N,
yau,Hodi,1,1,L,3,,,1999,N,N,
bcs,Hohumono,1,1,L,2,,,,N,Y,
hhi,"Hoia Hoia",1,1,L,1,,,,N,N,
hoi,Holikachuk,,,N,0,,,,N,N,
hoy,Holiya,3,,L,4,,2020,Yes,N,Y,hoy
hoo,Holoholo,1,1,L,3,,,1948,N,Y,4460
hol,Holu,2,2,L,3,,,1943-1956,N,Y,
hds,"Honduran Sign Language",1,1,L,3,,,2020-2026,N,N,
juh,Hone,1,1,L,0,,,,N,N,
hks,"Hong Kong Sign Language",1,1,L,3,,,2020-2025,N,N,
how,Honi,2,1,L,4,,Yes,Yes,Y,Y,
hop,Hopi,1,1,L,4,,1972-2012,1929-1962,N,Y,hop
hoe,Horom,1,1,L,2,,,,N,Y,
ero,Horpa,1,1,L,2,,,,N,N,
hov,Hovongan,1,1,L,2,,,,N,N,
hhy,Hoyahoya,1,1,L,0,,,,N,N,
hoz,Hozo,1,1,L,3,,,2025,N,N,
hpo,Hpon,,,N,0,,,,N,N,
hra,Hrangkhol,2,,L,5,2002-2008,1997,Yes,Y,Y,hra
hre,Hre,1,1,L,5,2019,1993-2015,1967-1975,Y,Y,hre
hru,Hruso,3,,L,3,,,Yes,N,Y,hru
huo,Hu,1,1,L,1,,,,N,N,
huc,Hua,,,N,0,,,,N,Y,
hug,Huachipaeri,1,1,L,3,,,1959,N,N,
qvh,"Huamalíes-Dos de Mayo Quechua",1,1,L,5,2019,2003-2008,1986-1992,Y,N,qvh
var,Huarijio,1,1,L,4,,2014-2017,1995,N,Y,var
hus,Huastec,3,1,L,4,,1970-2017,1953-2000,Y,Y,hus
hud,Huaulu,1,1,L,2,,,,N,N,
hve,"Huave, San Dionisio del Mar",1,1,L,0,,,,N,Y,
hue,"Huave, San Francisco del Mar",1,1,L,0,,,,N,Y,
huv,"Huave, San Mateo del Mar",1,1,L,4,,1972-2009,1953-1995,Y,Y,huv
hvv,"Huave, Santa Maria del Mar",1,1,L,0,,,,N,Y,
hch,Huichol,2,2,L,5,2020,1967-2009,1958-2003,Y,Y,hch
huh,Huilliche,1,1,N,0,,,,N,Y,
hul,Hula,1,1,L,4,,1954-1981,1949,N,Y,
huy,Hulaula,2,2,N,0,,,,N,N,
hui,Huli,1,1,L,5,2002,1983,1965-1996,Y,Y,hui
huf,Humene,1,1,L,2,,,,N,Y,
hut,Humla,11,,L,3,,,Yes,N,Y,
hke,Hunde,1,1,L,4,,1987,1930-1935,Y,Y,
hnu,Hung,3,2,L,0,,,,N,N,
hum,Hungana,1,1,L,3,,,1920-1935,Y,Y,
hun,Hungarian,25,24,L,5,1590-2014,1541-2003,1533-1988,Y,Y,hun
hsh,"Hungarian Sign Language",1,1,L,3,,,2018-2024,N,N,
hng,Hungu,1,1,L,2,,,,N,N,
hkk,"Hunjara-Kaina Ke",1,1,L,3,,,2005-2019,Y,Y,
hrx,Hunsrik,1,1,L,4,,2022,Yes,Y,N,hrx
huz,Hunzib,2,2,L,2,,,,N,N,
hup,Hupa,,,N,0,,,,N,Y,
jup,Hupde,2,2,L,2,,,,N,Y,
hap,Hupla,1,1,L,5,2014,1994,1993,N,Y,hap
geh,Hutterisch,2,2,L,4,,2021,Yes,N,N,
hwo,Hwana,1,1,L,4,,Yes,2013-2023,Y,Y,3777
hya,Hya,2,2,N,0,,,,N,N,
jab,Hyam,1,1,L,4,,2017,1921-1923,Y,Y,jab
scp,Hyolmo,5,,L,4,,2000-2022,2002,N,Y,scp
iwk,I-Wak,1,1,L,3,,,Yes,N,N,
iai,Iaai,1,1,L,5,1901,1878,1868-1891,N,Y,iai
yml,Iamalele,1,1,L,4,,1984-2024,1976,N,Y,yml
fun,Iate,1,1,L,3,,,1968,N,Y,
ian,Iatmul,1,1,L,4,,1975-2013,1965,N,Y,ian
tmu,Iau,1,1,L,3,,,1985-2005,N,N,
cen,Ibaas,1,1,L,4,,2019,2012,Y,N,cen
ibl,Ibaloi,1,1,L,5,2023,1978-2022,1965,Y,Y,ibl
iba,Iban,4,3,L,5,1988-2011,1933-1952,1864-1968,Y,Y,iba
